,tweets,label
1409,"I've always known this is a real, this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.",0
1410,States reported almost k new cases. The -day average has now risen for days in a row. The regional dynamics are driving the trend. ,1
1411,A declaration by the director of the Center for Coordination of Health Alerts and Emergencies of Spain about tests of COVID- for health personnel.,0
1412,A video has been viewed hundreds of thousands of times in multiple Facebook posts which claim it shows two Italian doctors who contracted novel coronavirus which causes the disease COVID- while treating patients.,0
1413,"According to the CDC, so far this year, Florida has had , deaths from COVID and , from pneumonia. Average pneumonia deaths in Florida from - for the same time period are . Probably just a coincidence, yeah?",0
1414,Protect yourself and others from COVID when out shopping. This video shows you how: ,1
1415,Wash your paws - Washing your paws is recommended by Dr Fucini for getting rid of COVID- at PETA's request.,0
1416,Our total number of confirmed cases of COVID- is now which is the number we report to the World Health Organization. ​ ​ Yesterday our laboratories processed tests for COVID- bringing the total number of tests completed to date to ,1
1417,Video shows President Donald Trump saying COVID- is the Democrats’ “new hoax.”,0
1418,"Don’t eat cabbage, as per WHO report, the coronavirus stays in cabbage for a very long time.",0
1419,We believe this data is central to our mission of recording state-level data that illuminates the severity of the outbreak and the intensity of responses to it. We expect that more and more states will be reporting these numbers soon.,1
1420,First there’ll be some changes in how we track pending numbers so that state totals go up and down less erratically. Second we’ll be tracking more numbers from states and broaden our grading criteria. Third we’ll be making major changes to the website.,1
1421,COVID- Update There are no new cases of COVID- to report in New Zealand today. There are people isolating in the Auckland quarantine facility from the community which includes people who have tested positive for COVID- and their household contacts. ,1
1422,Indian politician Uddhav Thackeray has asked Christians to pray to Jesus to stop COVID-.,0
1423,_A video allegedly showing Canadian Prime Minister Justin Trudeaus wife in a hospital bed urging people to stay home to avoid ending up seriously ill with the novel coronavirus has been shared thousands of times on Facebook and Twitter._,0
1424,Nostradamus predicted Coronavirus pandemic years ago.,0
1425,"Nancy Pelosi said, if you accept a check from Trump, you might as well vote for him.",0
1426,Pompeo Says ‘Significant’ Evidence New Coronavirus Emerged From Chinese Lab ,0
1427,Olympic Games To Go Ahead 'Behind Closed Doors' death japan sport coronavirus olympicgames,0
1428,It's important to understand the differences between Stay at Home orders and Social Distancing guidelines. The best thing to do to beat COVID is stayhome. Go to to learn more and urge your leaders to take action. ,1
1429,If Louisiana continues to StayAtHome hospitals should not become overloaded. However if distancing is relaxed there is a potential for over k hospitalizations - overwhelming the system by April . Learn more at ,1
1430,RT name_id: DO NOT use bleach solutions or other disinfecting products on food. Currently no cases of COVID have been identifie…,1
1431,Yesterday our labs processed tests. Bringing the number of tests completed since Aug to . Some tests may take unto hours to be processed and be reported back. Please be patient as you await your test results.,1
1432,Peeping Tom Thrives as Millions Are Ordered to Shelter in Place coronavirus privacy covid peepingtom,0
1433,Pandas Ready To Step In If Chinese Human Population Is Wiped Out china coronavirus pandas,0
1434,Blowing hot air through a hairdryer will cure coronavirus.,0
1435,We await updates from Massachusetts and California which will also have large numbers. Colorado's numbers are also climbing standing at cases as of their last update.,1
1436,COVID can be spread by people who do not have symptoms &amp; do not know that they are infected. Cloth face coverings may help prevent people who have COVID- from spreading the virus to others. Learn more: ,1
1437,Our daily update is published. We’ve now tracked more than . million tests up k from yesterday. Note that we can only track tests that a state reports. And not all states report all tests. For details see: ,1
1438,Mississippi Alabama South Carolina North Carolina Georgia and Florida all reported more than cases today. ,1
1439,The troubling thing is that the true number is probably not much higher at least not yet. Consider that the province Ontario Canada has tested people alone. ,1
1440,CoronaVirusUpdates: State-wise details of Total Confirmed COVID cases(till September : AM) States with - confirmed cases States with - confirmed cases States with + confirmed cases Total no. of confirmed cases so far ,1
1441,CoronaVirusUpdates IndiaFightsCorona More than lakh tests done for rd successive day. Cumulative testing as on date has reached . COVID Tests Per Million (TPM) cross .,1
1442,TikTok has been completely banned in the United States.,0
1443,RT name_id: India scales a new peak with Crore total COVID- tests. Glance through the graphical representation to know more! India…,1
1444,COVID- cases are “up only because of our big number testing” in the United States.,0
1445,If homeopathy worked for Prince Charles-COVID - we should also start looking for cures in Traditional Indian Medicine more efficaciously. I appeal to name_id to redouble it’s efforts & incentive those Indian Institutions for eg. name_id that are doing pioneering work,0
1446,About one in three adults used household cleaners and disinfectants unsafely to prevent COVID such as using bleach on food products and improperly using household cleaners and disinfectants on hands or skin. Read more in name_id: ,1
1447,This is made up of confirmed cases which is the number reported to World Health Organization and probable cases.⁣ ⁣ We now have people reported as having recovered from COVID- an increase of on yesterday. This is % of all confirmed and probable cases.⁣,1
1448,NEWS! New Coronavirus guidelines allow people to do all the things they started doing three weeks ago. ,0
1449,The fastest route to ending the COVID pandemic &amp; accelerating the economic recovery is to ensure some people are vaccinated in all countries not all people in some countries-name_id UNGA UN,1
1450,"Latest: California fires, camel racing, coronavirus tribute; The World in Photos, Sept. ",0
1451,% of U.S. COVID cases are children. ,1
1452,/ A list of states/territories in which African American COVID deaths substantially exceed the community's share of the population: Alabama Arkansas California Colorado Connecticut D.C. Florida Georgia Illinois Indiana Kansas Kentucky Louisiana Maryland Michigan Mississippi,1
